assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Scale for the Assessment of Negative Symptoms	24		SANS8	8. Poverty of Speech	alogia:  (None)	63f953b5-3d91-4aa6-b2a1-ae25374a22c8		positive	996	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS7	7. Global Rating of Affective Flattening	blank: void of expression (s)	9e7c8347-7c4f-4a34-b49e-56cf6c8d3a80	blank.s.02	positive	995	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS9	9. Blocking	thought blocking:  (None)	c308efa2-f24b-4e66-8d6d-9b9e8cfe06fd		positive	997	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS10	10. Increased Latency of Response	lethargic: deficient in alertness or activity (a)	7e2ca800-f572-431e-8390-c2709614098b	lethargic.a.01	positive	998	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS12	12. Grooming and Hygiene	clean: free from dirt or impurities; or having clean habits (a)	deccde7d-841f-4ed1-adf6-5cf32f1596a5	clean.a.01	positive	1000	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS13	13a. Impersistence at Work or School	studious: characterized by diligent study and fondness for reading (s)	dc92543b-1747-472a-adae-12fc58ed4286	bookish.s.01	negative	1001	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS14	13b. Impersistence at Work or School	studious: characterized by diligent study and fondness for reading (s)	dc92543b-1747-472a-adae-12fc58ed4286	bookish.s.01	negative	1002	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS15	14. Physical Anergia	lethargic: deficient in alertness or activity (a)	7e2ca800-f572-431e-8390-c2709614098b	lethargic.a.01	positive	1003	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS16	15. Global Rating of Avolition-Apathy	"apathetic: marked by a lack of interest; it is simply indifferent"" (s)"	91ae312a-ceb1-4351-b425-800164652da3	apathetic.s.02	positive	1004	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS17	16. Recreational Interests and Activities	eclectic: selecting what seems best of various styles or ideas (s)	f8ccc442-2599-4d1a-bce6-dcd8a3739ae0	eclectic.s.01	positive	1005	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS18	17. Sexual Activity	sex: activities associated with sexual intercourse (n)	8816a445-4c58-4df9-b92a-951f80a6385f	sexual_activity.n.01	positive	1006	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS19	18. Ability to Feel Intimacy and Closeness	intimate: having mutual interests or affections; of established friendship (s)	f1ad44dc-45d9-4cc3-bf91-a70c783be02d	familiar.s.04	positive	1007	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS20	19. Relationships with Friends and Peers	aloof: in an aloof manner (r)	0d53957e-352f-4780-b27b-cbb6054b0b2b	aloof.r.01	negative	1008	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS21	20. Global Rating of Anhedonia-Asociality	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	1009	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS22	21. Social Inattentiveness	withdrawn: withdrawn from society; seeking solitude (s)	21e9a0d4-db3e-4458-b40b-d0b5c59297d1	recluse.s.01	positive	1010	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS23	22. Inattentiveness During Mental Status Training	attentive: taking heed; giving close and thoughtful attention (a)	ed1d04b9-6067-42c2-8896-9ec402406b48	heedful.a.01	negative	1011	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS24	23. Global Rating of Attention	attentive: taking heed; giving close and thoughtful attention (a)	ed1d04b9-6067-42c2-8896-9ec402406b48	heedful.a.01	positive	1012	INT	positive
Scale for the Assessment of Negative Symptoms	24		SANS11	11. Global rating of Alogia	alogia:  (None)	63f953b5-3d91-4aa6-b2a1-ae25374a22c8		positive	1023	INT	positive
The Scale for the Assessment of Positive Symptoms	34		SAPS1	1. Auditory Hallucinations	hallucinates (auditory):  (None)	5c6b57f5-e548-4760-8814-347a1b4c6a09		positive	182	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS2	2. Voices Commenting	schizophrenic: of or relating to or characteristic of schizophrenia (a)	7c32669b-de12-48c6-afd1-9df4d74a8110	schizoid.a.01	positive	183	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS3	3. Voices Conversing	schizophrenic: of or relating to or characteristic of schizophrenia (a)	7c32669b-de12-48c6-afd1-9df4d74a8110	schizoid.a.01	positive	184	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS4	4. Somatic or Tactile Hallucinations	hallucinates (tactile):  (None)	75688d9f-6abc-41d5-b86a-2d8aff979d5d		positive	185	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS5	5. Olfactory Hallucinations	hallucinates (smell):  (None)	b275fdc2-f86f-449d-b3e8-8b3bfe95acc2		positive	186	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS6	6. Visual Hallucinations	hallucinates (visual):  (None)	67d28f04-9601-4834-91ec-27bf3d35fe52		positive	187	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS7	7. Global Ratings of Hallucinations	hallucinates: perceive what is not there; have illusions (v)	fd095a76-685d-4182-9ef6-183c538fdbe2	hallucinate.v.01	positive	188	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS8	8. Persecutory Delusions	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	189	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS9	9. Delusions of Jealousy	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	190	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS10	10. Delusions of Guilt or Sin	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	191	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS11	11. Grandiose Delusions	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	192	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS12	12. Religious Delusions	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	193	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS13	13. Somatic Delusions	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	194	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS14	14. Delusions of Reference	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	195	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS15	15. Delusions of Being Controlled	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	196	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS16	16. Delusions of Mind Reading	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	197	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS17	17. Thoughts of Broadcasting	thoughts of broadcasting:  (None)	52626765-49b9-49f4-a248-e875cf48c83f		positive	198	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS18	18. Thought Insertion	thought insertion:  (None)	f128fcaf-996e-4d5e-9c67-d1fec40bb6b7		positive	199	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS19	19. Thought Withdrawal	thought withdrawal:  (None)	b7e8bede-943c-4061-abca-7a67d2b4c5b7		positive	200	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS20	20. Global Rating of Delusion	delusional: suffering from or characterized by delusions (s)	0d5b3df7-5a47-42dd-ac48-7288f6530fe5	delusional.s.01	positive	201	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS21	21. Clothing and Appearance	clean: free from dirt or impurities; or having clean habits (a)	deccde7d-841f-4ed1-adf6-5cf32f1596a5	clean.a.01	positive	202	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS22	22. Social and Sexual Behavior	social: marked by friendly companionship with others (s)	31bcc6fc-bf49-4a3a-bc8d-6e21ed510551	social.s.06	positive	203	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS23	23. Aggressive and Agitate Behavior	aggressive: characteristic of an enemy or one eager to fight (s)	0a8a30a6-6388-436d-9e44-2bfda98e9e0e	aggressive.s.03	positive	204	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS24	24. Repetitive or Stereotyped Behavior	repetitious: characterized by repetition (a)	d73e58c5-02f1-43d6-a6e0-14597f9c5528	repetitive.a.02	positive	205	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS25	25. Global Rating of Bizarre Behavior	bizarre: conspicuously or grossly unconventional or unusual (s)	86ac4b23-c6c4-45ec-ab06-6754d38c67a0	bizarre.s.01	positive	206	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS26	26. Derailment	confusion: a mental state characterized by a lack of clear and orderly thought and behavior (n)	5cd8f1cb-4cd3-4c3b-9a56-f9d4f3de4524	confusion.n.02	positive	207	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS27	27. Tangetiality	tangential: of superficial relevance if any (s)	3a4d285d-f25d-4aa3-a48d-1e27be71393e	digressive.s.01	positive	208	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS28	28. Incoherence	incoherent: unable to express yourself clearly or fluently (s)	0ab08aa4-230c-4d08-bbee-b06b8942cad1	incoherent.s.03	positive	209	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS29	29. Illogicality	logical: capable of or reflecting the capability for correct and valid reasoning (a)	dc6cedae-d76a-4aa8-8a21-78c493e0f48e	logical.a.01	negative	210	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS30	30. Circumstantiality	tangential: of superficial relevance if any (s)	3a4d285d-f25d-4aa3-a48d-1e27be71393e	digressive.s.01	positive	211	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS31	31. Pressure of Speech	blurting: utter impulsively (v)	5c09c94e-7432-451b-847e-7acb08f16ecd	blurt_out.v.01	positive	212	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS32	32. Distractable Speech	distracted: having the attention diverted especially because of anxiety (s)	88217c6e-678f-4243-ad6a-45c6e27a50ba	distracted.s.01	positive	213	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS33	33. Clanging	clanging: make a loud noise (v)	8e3816e9-b7b3-43ae-9fcf-8324f1893f4a	clang.v.01	positive	214	INT	undefined
The Scale for the Assessment of Positive Symptoms	34		SAPS35	35. Inappropriate Affect	blank: void of expression (s)	9e7c8347-7c4f-4a34-b49e-56cf6c8d3a80	blank.s.02	positive	216	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS1	1. Somatic Concern	hypochondriac: suffering from hypochondria (s)	619dad1a-195b-4fcf-8f03-5c523da4de51	hypochondriac.s.01	positive	220	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS2	2. Anxiety	anxious: causing or fraught with or showing anxiety (s)	a81c5d4b-7342-4f83-9684-ca7ccf38220b	anxious.s.02	positive	221	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS3	3. Depression	depressed: filled with melancholy and despondency (s)	6d5fff27-e850-4a53-a910-8b4152db24fe	gloomy.s.02	positive	222	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS4	4. Suicidality	suicidal: dangerous to yourself or your interests (s)	4c46abe3-311e-4cfe-8503-5fc3fc9fbc25	self-destructive.s.01	positive	223	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS5	5. Guilt	guilty: showing a sense of guilt (s)	26033e36-fb05-46d9-8198-2571597c53a8	guilty.s.02	positive	224	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS6	6. Hostility	hostile: characterized by enmity or ill will (a)	202a7645-6b7f-429c-b88f-8caa068c60f3	hostile.a.01	positive	225	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS7	7. Elevated Mood	joyful: full of or producing joy (a)	d3016717-a7ec-40dd-b2f3-9ffb033ee5dc	joyful.a.01	positive	226	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS8	8. Grandiosity	grandiose: affectedly genteel (s)	27f71d57-dd40-4b9c-b841-bf9d3d2e6fb3	grandiose.s.02	positive	227	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS9	9. Suspiciousness	suspicious: openly distrustful and unwilling to confide (s)	1c8609f1-c3d7-4baa-9851-54cb02f3afa6	leery.s.01	positive	228	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS10	10. Hallucinations	hallucinates: perceive what is not there; have illusions (v)	fd095a76-685d-4182-9ef6-183c538fdbe2	hallucinate.v.01	positive	229	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS11	11. Unusual Thought Content	schizophrenic: of or relating to or characteristic of schizophrenia (a)	7c32669b-de12-48c6-afd1-9df4d74a8110	schizoid.a.01	positive	230	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS12	12. Bizarre Behavior	bizarre: conspicuously or grossly unconventional or unusual (s)	86ac4b23-c6c4-45ec-ab06-6754d38c67a0	bizarre.s.01	positive	231	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS13	13. Self-neglect	neglectful: not showing due care or attention (s)	70d8a2f5-ecbb-40a2-ae4e-cb27fb772346	inattentive.s.02	positive	232	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS14	14. Disorientation	disoriented: having lost your bearings; confused as to time or place or personal identity (s)	9715d3fd-85ca-448e-ba36-61ac7937653f	confused.s.03	positive	233	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS15	15. Conceptual Disorganization	confusion: a mental state characterized by a lack of clear and orderly thought and behavior (n)	5cd8f1cb-4cd3-4c3b-9a56-f9d4f3de4524	confusion.n.02	positive	234	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS17	17. Emotional Withdrawal	withdrawn: tending to reserve or introspection (s)	da1c55d1-23b5-414f-976a-3c59181fa152	indrawn.s.01	positive	236	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS18	18. Motor Retardation	retarded: lose velocity; move more slowly (v)	fd54d3d1-fe08-4941-807e-8224da9c0610	decelerate.v.01	positive	237	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS19	19. Tension	tense: in or of a state of physical or nervous tension (a)	6861214d-ae23-4519-a142-00463f93bc62	tense.a.01	positive	238	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS20	20. Uncooperativeness	cooperative: done with or working with others for a common purpose or benefit (a)	a093229e-ad50-4e36-8ab3-3f4be2bd357d	cooperative.a.02	negative	239	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS21	21. Excitement	excited: in an aroused state (a)	79ce2265-6b68-4076-a304-67904593706c	excited.a.02	positive	240	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS22	22. Distractibility	distracted: having the attention diverted especially because of anxiety (s)	88217c6e-678f-4243-ad6a-45c6e27a50ba	distracted.s.01	positive	241	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS23	23. Motor hyperactivity	hyperactive: more active than normal (s)	634994ca-a0a8-480e-879f-5d64f4eaa612	hyperactive.s.01	positive	242	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS24	24. Mannerisms and Posturing	mannerisms: a behavioral attribute that is distinctive and peculiar to an individual (n)	d31c3528-aad8-403e-88be-ab8d5c287655	idiosyncrasy.n.01	positive	243	INT	undefined
Brief Psychiatric Rating Scale	28		SRCPATIENT	Patient	patient: enduring trying circumstances with even temper or characterized by such endurance (a)	2acb797d-6026-4719-82ff-d0b037df86fb	patient.a.01	positive	244	INT	undefined
Brief Psychiatric Rating Scale	28		ASSESSQSYMPTOM	Symptoms possibly substance-induced	drugs: use recreational drugs (v)	8ab736ac-d42f-41f3-8c3b-450c7894fb57	drug.v.02	positive	249	INT	undefined
Brief Psychiatric Rating Scale	28		ASSESSQUNCOOPRATIVE	Patient uncooperative	uncooperative: unwilling to cooperate (a)	ead23c4d-7c3c-4f26-b21e-404549cef670	uncooperative.a.01	positive	251	INT	undefined
Brief Psychiatric Rating Scale	28		ASSESSQDISORDER	Difficult to assess due to formal thought disorder	confusion: a mental state characterized by a lack of clear and orderly thought and behavior (n)	5cd8f1cb-4cd3-4c3b-9a56-f9d4f3de4524	confusion.n.02	positive	252	INT	undefined
Brief Psychiatric Rating Scale	28		BPRS16	16. Blunted Affect	stoic: someone who is seemingly indifferent to emotions (n)	7a74ac2f-5ef3-4398-b036-37f3a71564f1	stoic.n.02	positive	235	INT	undefined
Adult Self-Report Scale Screener	6	1.1	ASRS_FINALDETAIL	1. How often do you have trouble wrapping up the final details of a project, once the challenging parts have been done	finishing: finally be or do something (v)	550a0a9e-ee45-490d-bfcb-97ce12330c8e	finish_up.v.02	negative	321	INT	undefined
Adult Self-Report Scale Screener	6	1.1	ASRS_ORGANIZE	2. How often do you have difficulty getting things in order when you have to do a task that requires organization	organized: methodical and efficient in arrangement or function (a)	868f66ca-9938-4eaf-9261-b4ec19842e1e	organized.a.02	negative	322	INT	undefined
Adult Self-Report Scale Screener	6	1.1	ASRS_REMAPPOINTMENT	3. How often do you have problems remembering appointments or obligations	forgetful: (of memory) deficient in retentiveness or range (a)	cd9a4153-e158-47c0-85e2-e8ce02f7de69	unretentive.a.01	positive	323	INT	undefined
Adult Self-Report Scale Screener	6	1.1	ASRS_AVIODSTART	4. When you have a task that requires a lot of thought, how often do you avoid or delay getting started	lazy: disinclined to work or exertion (s)	a2e18a9f-d76c-4b44-b4ae-d73bd150666e	faineant.s.01	positive	324	INT	undefined
Adult Self-Report Scale Screener	6	1.1	ASRS_FIDGET	5. How often do you fidget or squirm with your hands or feet when you have to sit down for a long time	restless: ceaselessly in motion (s)	ad39e0b3-0a3f-42a6-87d0-156972e83010	restless.s.02	positive	325	INT	undefined
Adult Self-Report Scale Screener	6	1.1	ASRS_OVERACTIVE	6. How often do you feel overly active and compelled to do things, like you were driven by a motor	overactive: more active than normal (s)	733534cf-830a-4590-a9a3-10425c1c4002	hyperactive.s.01	positive	326	INT	undefined
